,accruals,,,,,,,,,,aturnover,,,,,,,,,,cfp,,,,,,,,,,ciss,,,,,,,,,,divp,,,,,,,,,,ep,,,,,,,,,,gmargins,,,,,,,,,,growth,,,,,,,,,,igrowth,,,,,,,,,,indmom,,,,,,,,,,indmomrev,,,,,,,,,,indrrev,,,,,,,,,,indrrevlv,,,,,,,,,,inv,,,,,,,,,,invcap,,,,,,,,,,ivol,,,,,,,,,,lev,,,,,,,,,,lrrev,,,,,,,,,,mom,,,,,,,,,,mom12,,,,,,,,,,momrev,,,,,,,,,,noa,,,,,,,,,,price,,,,,,,,,,prof,,,,,,,,,,roaa,,,,,,,,,,roea,,,,,,,,,,season,,,,,,,,,,sgrowth,,,,,,,,,,shvol,,,,,,,,,,size,,,,,,,,,,sp,,,,,,,,,,strev,,,,,,,,,,valmom,,,,,,,,,,valmomprof,,,,,,,,,,valprof,,,,,,,,,,value,,,,,,,,,,valueem,,,,,,,,,
date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
Nov-63,-0.007417414,0.007426874,-0.0066382,-0.013159929,0.00053597,-0.012780168,0.020039473,-0.002969091,-0.008859372,-0.065160148,-0.009048561,0.029760661,-0.001035547,-0.009232229,-0.001813506,-0.011552693,-0.045934788,-0.011743191,-0.003224845,0.002802604,0.00309816,-0.014954101,0.022779218,-0.00549531,-0.001836788,-0.045231109,-0.014092768,-0.013082261,-0.014021892,-0.002291779,-0.001525778,0.036797809,-0.006647924,-0.015841637,-0.012701663,-0.024899099,-0.011702718,-0.014044908,0.018068051,0.012987649,-0.008836145,-0.007733255,-0.008101163,0.022459294,-0.010348021,0.00043688,-0.046879683,-0.018311437,-0.007661046,0.004234337,-0.003127171,0.006088175,0.024022515,-0.011235793,-0.000778523,-0.022224217,-0.007049397,-0.023631157,-0.059228489,0.003461505,0.025379298,-0.017326607,0.003053001,-0.011454005,-0.028231597,-0.015368678,-0.010991523,-0.017784481,0.01509638,0.013581966,-0.009170191,-0.037691261,0.021896431,-0.002415529,-0.009150288,-0.015960641,-0.021346475,-0.002143922,0.002196819,-0.021766548,-0.005497031,-0.001671581,-0.01684348,-0.035687237,0.030183437,-0.007583797,-0.011102153,-0.020583652,-0.010163878,0.010707025,0.012972517,-0.010015511,-0.020010715,-0.010622846,-0.00039487,0.024903236,-0.010395012,-0.006612058,-0.0231805,-0.04693735,-0.023019236,-0.00359097,-0.005649803,0.013950577,-0.000135474,-0.041661458,-0.009198035,-0.001536671,-0.003585539,-0.011292401,-0.015357006,-0.030756996,-0.010038872,0.006462273,0.010616036,-0.001710854,-0.00606914,-0.00245279,-0.005718265,0.009681244,-0.051202388,-0.000507762,0.016081351,-0.028835338,0.015173702,8.65471E-05,-0.014051665,0.002082762,-0.007854044,-0.001881797,-0.004895399,-0.00067763,-0.006854616,-0.005840485,-0.005378435,-0.012945234,-0.010374661,-0.012652527,0.001921298,-0.025036861,-0.00049146,0.000617576,-0.02803849,-0.003450247,-0.015881774,0.000240259,0.024112046,-0.00415174,-0.016278944,-0.006428682,-0.022628866,0.000759619,-0.013181355,-0.009557005,0.00231408,-0.0088591,-0.011817889,-0.007813705,-0.027791639,0.012498969,0.00160568,-0.034673913,0.020237231,-0.017154623,-0.00960241,-0.001019182,-0.006217506,-0.00507077,-0.022843585,-0.000091701,0.021955153,-0.009287747,-0.001989269,-0.02600063,-0.019066667,-0.001910388,-0.018368743,-0.005938356,0.000514795,0.005951759,0.004851237,-0.011370711,-0.011128017,0.018030361,-0.00649919,0.009938514,0.00156759,-0.013775275,-0.042846247,-0.007224887,0.002409993,-0.014427238,-0.00506243,0.018998729,-0.010481956,-0.010312588,0.002483467,-0.037649514,-0.01007269,-0.001803338,-0.01728187,-0.009450038,-0.005182096,0.013676867,-0.004834257,0.008095294,-0.01131593,-0.010373446,-0.014117947,-0.008134478,0.048515072,-0.017253033,-0.006558421,-0.003305356,-0.031940862,0.010746567,-0.00982435,-0.008430926,-0.011012031,-0.064576354,-0.034135277,-0.01129378,0.016122906,0.003259626,0.001154395,-0.006446727,-0.007276022,-0.014207204,-0.010426556,-0.003873675,-0.003478193,-0.004772722,-0.012221229,0.020449514,-0.02261314,0.012890244,-0.04453854,-0.008185521,-0.00570716,-0.014899595,-0.015299273,0.011929009,-0.01686209,-0.015468008,-0.00962926,0.025969137,-0.006340976,-0.005198006,-0.008282671,-0.019438059,0.019949471,-0.013613894,-0.00420038,0.021661929,-0.014305768,-0.003633838,-0.012905443,-0.002273157,-0.00424586,-0.021233541,-0.030970185,-0.002754347,-0.040749096,0.034735383,-0.011527302,-0.01355294,-0.011790204,0.003751234,-0.005184685,-0.002113425,-0.062955547,-0.000968075,-0.004571285,-0.003870047,-0.008786662,0.033654376,-0.017455856,-0.018536905,-0.002906896,-0.003643022,-0.010557839,-0.000474975,-0.004817769,-0.001479778,-0.011909975,-0.010949839,-0.010030787,-0.011742585,-0.003649098,-0.003886705,-0.005522324,-0.002087046,-0.00339881,-0.001664467,-0.016572211,-0.012554866,-0.018035618,-0.00543732,-0.020152562,-0.021425048,0.017657293,-0.012733171,-0.011362898,-0.029285906,-0.01117039,-0.007587467,-0.000327727,0.01130452,-0.004998215,-0.003218087,-0.050650559,-0.00946407,0.017440868,0.009802527,0.002226703,-0.015842336,-0.019134979,-0.004019665,-0.003319897,0.004796052,0.015049696,-0.012713097,-0.002434249,-0.005424776,-0.00852327,0.000455906,-0.000469231,-0.024485559,-0.004929534,-0.009544921,-0.004396082,0.00821619,0.026017586,0.003032525,-0.009173962,-0.042538029,-0.024735777,-0.009268919,-0.008789678,-0.015228448,-0.007790914,0.022061478,-0.023064844,-0.006119273,-0.011758822,-0.012726445,-0.01550452,-0.022440364,-0.008169641,-0.000065985,0.002323096,-0.040413474,-0.003223793,0.014768506,-0.001995086,0.00056401,-0.018459088,-0.020554173,-0.001755476,0.000433246,-0.016184085,-0.006267933,-0.006135579,0.017395886,-0.012708697,-0.019022718,-0.009178263,-0.000288823,-0.020127892,0.009547676
Dec-63,0.007315044,-0.008920976,-0.003438349,0.04063483,0.056760452,0.034226516,0.013232218,0.01208635,0.031721268,-0.002145961,0.029664863,0.00928265,0.041222776,0.052543993,-0.003601761,0.013037242,0.000824846,0.022754299,0.004670986,-0.013058459,0.026685401,0.024776766,0.011064431,0.031116605,0.037095878,0.010855776,0.015376057,0.051542464,0.004860196,0.012154185,0.009061086,0.01805072,0.015369689,0.039670422,0.019871428,0.022530843,0.026218404,0.026418036,0.011789588,0.018247545,0.019183066,0.029684792,0.041150245,0.011893163,0.020564256,0.041346587,0.007685875,0.01748268,0.015775173,0.003138827,0.027106885,0.036605283,0.008743954,0.036122036,0.036791603,0.011143213,0.009359492,0.039000059,0.003634798,0.000821379,-0.017302453,-0.006830184,-0.002968085,0.006656674,0.033455164,0.03522897,0.034490431,0.026957174,0.017879372,0.020683488,0.008887405,0.019471808,0.020777278,0.029017852,0.02357768,0.030026206,0.032837448,0.020760516,0.004231505,0.026012486,0.007784966,0.019413562,0.012505897,0.03302134,0.016604102,0.029667904,0.022004346,0.022089287,0.009506003,0.022317292,0.000921749,0.019221878,0.015954895,0.023526754,0.034288161,0.024397883,0.0249477,0.031111311,-0.003944877,0.004381022,0.009977618,0.008095238,0.039549915,0.03125739,0.024245502,0.032022349,0.039531289,0.016607802,0.032328632,-0.000767012,0.012214626,0.007569742,0.039568668,0.016717646,0.01433102,0.029485943,0.022720464,0.023687562,0.021252132,-0.011436548,0.002290633,0.015211151,0.04297918,0.014591656,0.020258053,0.036877859,0.010683705,0.041587779,0.026469241,0.004247698,0.04151607,0.016504811,0.039851793,0.014817988,0.017539804,0.02712117,0.025160968,0.027687389,0.009095154,-0.000310599,0.029349829,0.016096061,0.01967578,0.030670466,0.031103912,0.040236499,0.00912193,0.017690935,0.01841511,0.008735898,0.004482684,-0.010532821,0.007489118,0.013649984,0.009997141,0.019805638,0.01650755,0.013280644,0.042256049,0.021761192,0.026799954,0.021054986,0.025487056,0.026601965,0.010080015,0.031605621,0.02027834,0.019437378,-0.006777901,0.012347308,0.026283976,0.006649215,0.019688092,0.033914795,0.012298053,0.046217864,0.027868019,0.023633201,0.033747723,-0.008386226,-0.024119574,0.01069909,0.028979228,0.024435161,0.023996422,0.02299139,0.027112563,0.026269981,0.025405107,0.004553059,-0.024221258,-0.010107735,0.019874064,0.021057832,0.023011775,0.023985835,0.021618309,0.035908677,0.028028647,0.007352298,0.035493401,0.017348092,0.025217704,0.015770809,0.021570459,0.01132307,0.023951431,0.007898439,0.016098064,0.018505159,0.005869162,0.061667904,0.046925272,0.0222503,0.041590182,0.05079329,0.019184657,0.027580528,0.018350492,-0.001685815,-0.013231559,-0.01049342,0.020227967,0.0047155,0.007111072,0.010028176,0.023858344,0.029247752,0.020370808,0.025013676,0.022870339,0.024465626,0.016999846,0.030715121,0.023645284,0.030923169,0.004400381,0.035357587,0.022276293,0.006322795,0.016227291,0.022634646,0.011714925,0.01922134,0.021719123,0.013489524,0.022081456,0.045972716,0.028248876,0.019509823,0.016661373,0.002157623,0.036253833,0.011812541,0.025320241,0.046911126,0.019036855,-0.001218695,0.04160643,0.014937179,-0.02482877,0.009866105,0.020217998,0.027021756,0.017561878,0.019745188,0.008300932,0.049858359,0.034152072,0.007284582,0.00237374,0.023498592,0.04165084,0.012016687,0.041512981,0.014571086,0.017715558,0.025415993,0.003582743,0.007309486,-0.003100411,0.01742813,0.002176515,-0.005936653,0.006512182,0.027435616,0.028834744,0.02701202,0.025193825,0.023956183,0.025743925,0.017956992,0.011872951,0.019464918,0.004732425,0.021568767,0.003003947,-0.001688861,-0.009483564,-0.023317549,0.02132502,0.021317998,0.036860997,0.02641608,0.037767305,0.004437979,0.006859035,0.01412349,-0.014320174,-0.008943267,0.018181432,0.008191314,0.039275451,0.026583505,0.012490785,0.029840268,0.021279549,0.027924793,0.028429565,-0.000331658,0.024157625,0.035394812,0.027884861,0.021925059,0.002851505,0.020011307,0.031247863,0.027031018,0.022572259,-0.004584539,0.031495621,0.020381668,0.032169296,0.02225029,0.04205061,0.029984407,0.001367139,0.023887299,0.007938331,0.005184888,0.026885134,0.017974609,0.032250971,0.033819424,0.010130095,0.014365719,0.029551243,0.024388658,0.012969275,-0.015076889,0.028406917,0.016145237,0.027733385,0.012409613,0.042827171,0.030406538,0.022692781,0.00716473,0.019804368,0.004158959,0.020842396,0.033599069,0.030060209,0.025053158,0.016068557,0.014574646,0.015927279,0.026263961,0.024424433,0.001908488
Jan-64,0.047899638,-0.016555318,0.031840939,0.019346895,0.04105356,0.031131888,0.035824441,0.023679161,0.048580522,0.015392548,0.015868575,0.030769081,0.045084151,0.033595644,0.012881654,0.018102693,0.012344915,0.024178482,0.027227811,-0.005217348,0.032494948,0.014193398,0.02921887,0.017257372,0.04260197,0.020036681,0.025179841,0.015338641,0.028238719,0.028406454,0.001591767,0.040234628,0.029654455,0.019496783,0.026853312,0.035902059,0.030536377,0.016092168,0.020722593,0.025036484,0.034340391,0.032881014,0.029687295,0.034497307,-0.000905093,0.032882826,0.015063556,0.009849997,0.019265989,0.037137857,0.036679734,0.021510008,0.031484871,0.003243099,0.040106393,0.029731799,0.003810111,0.028148342,0.018045191,0.020123546,0.020343968,-0.009449337,0.039031401,0.005892495,0.028518608,0.030661601,0.017597054,0.028707345,0.024781213,0.036486468,-0.006380126,0.033657939,0.044461187,0.031314187,0.0153948,0.030690517,0.007301749,0.022418203,0.021619982,0.033680279,0.029905078,0.003560368,0.019966443,0.03423932,0.035383641,0.040988478,0.016996501,0.038406425,0.004728282,0.040562813,-0.024530815,0.00487814,0.001305202,-0.003860958,0.015035403,0.038664397,0.025513736,0.022778894,0.020080876,0.045588209,-0.005546916,0.041537605,0.01612774,0.032607499,0.009161065,0.020775546,0.046825007,0.036388934,0.024784945,0.005856735,-0.003234518,0.012252016,0.033694548,0.03317684,0.019741782,0.023487993,0.028540459,0.033772255,0.023113233,0.015151917,0.002249647,0.043323581,0.013918303,0.036000714,0.018064413,0.022067748,0.033734489,0.019378276,0.03325571,0.024797362,-0.00182433,0.009498349,0.058711096,0.035824945,0.007997771,0.030684082,0.019671772,0.032994873,0.031010666,0.006541887,0.031627127,-0.00722908,0.028423837,0.029060175,0.01548978,0.047599201,0.034137491,0.004603283,0.032696093,0.028830178,-0.013414472,0.002704252,0.018347843,0.017244136,0.034027644,0.012508629,0.023514146,0.008323725,0.038679147,0.030097364,0.0330141,0.021912945,0.037177412,0.030036431,0.011867458,0.008860962,0.023160256,0.013459376,0.007152204,0.044904733,0.020720196,0.029256857,0.032876071,0.024491632,0.049193297,0.014896671,0.017112006,0.013429819,0.025445429,0.045962557,-0.015866271,0.000577205,0.016180691,0.011752471,0.023237843,0.02849657,0.028060191,0.042365863,0.028015923,0.011198097,0.013028324,0.011578633,-0.000778708,0.016790284,0.027528504,0.023352232,0.040196956,0.039246833,0.019329361,0.019888328,0.020797044,0.029003629,0.026636664,0.025993634,0.03169659,0.033850108,0.026725015,0.011065891,0.018187912,-0.010627005,0.037390788,0.009079866,0.020802505,0.022180621,0.042573509,0.068017754,0.025132245,0.060518172,0.015367596,0.011725359,0.037808887,0.01240232,0.011726638,-0.003985974,0.027238198,0.016153186,0.016295435,0.012095336,0.021653809,0.033533134,0.018577083,0.021375297,0.031982144,0.043323759,0.014674662,0.022241289,0.02453576,0.003979386,0.041524888,0.009342283,0.00419538,0.027591902,0.018220095,0.010417971,0.016230638,0.026459901,0.002598939,0.0468526,0.027943355,0.032659615,0.033109118,0.031509491,0.016800454,0.024772585,0.02522164,0.034624815,0.035963342,0.011859954,0.01345024,0.033543843,0.025145657,0.031926388,0.016998249,0.042487696,0.028924596,0.029223483,0.022587138,0.006595409,0.025002324,0.03345113,0.010207679,0.015181662,0.06060923,0.020058481,0.019736239,0.033262024,0.020887542,0.034681659,0.01735251,0.014353967,0.001023659,0.011881596,-0.005449033,0.004957303,0.024429597,0.024018976,0.015073442,0.034652895,0.0223008,0.03190939,0.031173714,0.011549258,0.012803173,0.010657624,0.01284398,0.023607762,0.008150911,0.028002546,0.032265389,0.045366021,0.034592558,0.030353494,0.01349351,0.034889855,0.012569438,0.027277496,0.022443388,0.000871953,0.005265796,0.00497423,0.00023977,0.030434294,0.033474758,0.024651597,0.024267617,0.027319615,0.040731624,0.013860978,0.018531734,-0.000823306,-0.002273775,0.030722723,0.031155846,0.029564506,0.016711172,0.006048929,0.048734047,0.012852801,0.023950009,0.012318654,0.016905825,0.021227951,0.011348862,0.024070064,0.045028057,0.02297843,0.038528075,0.018126557,0.006267318,0.010310458,0.017853328,0.028854759,0.036709354,0.035211288,0.037328455,0.011802041,0.006085629,0.002203298,-0.004386783,0.025062779,0.033844191,0.012391151,0.028059637,0.027360908,0.043308436,0.014505218,0.018037876,0.024684701,0.040856429,0.018189486,0.030688604,0.022266079,0.015696668,0.035694895,0.023852143,0.028507657,0.000979646,0.023632824,0.040507294,0.017493707
Feb-64,0.020824887,0.041852546,0.02025106,0.003775788,0.017960592,0.014046311,0.003557774,0.041701629,0.037709267,0.01261773,0.012440979,0.00131621,0.019960438,0.033143897,0.022772902,0.010265403,0.021964943,0.002375116,0.026492355,0.025523923,0.021451853,0.02421894,-0.00344552,0.01973583,0.01049725,0.017222104,0.035931339,0.017223105,0.028683585,0.053103932,0.03412599,0.02170549,-0.000668066,0.023107229,0.005863791,0.019551343,0.031032449,0.025842162,0.037219425,0.037439631,0.033004283,0.022503504,0.011957917,0.007098239,0.023583994,0.01195569,0.017446056,0.028972888,0.032886139,0.020287044,0.024458283,0.01027112,0.00548465,0.018816042,0.021325392,0.006792854,0.023943285,0.030536122,0.020662042,0.05778381,0.035688523,0.039780031,0.032649091,0.024117811,0.011758435,0.009084132,0.0162239,0.015958327,0.024921131,0.013444059,0.025740937,0.020570789,0.005325326,0.02245698,0.013244141,0.020521471,0.019103879,0.024188357,0.031806912,0.020281406,0.044239606,0.018946798,0.042513255,0.015143218,0.006287477,0.038188204,0.010046726,-0.003443523,0.030782413,0.036055617,0.050056293,0.025395637,0.02909989,0.010859283,0.038739172,0.010963613,0.019139728,0.018490444,0.031645478,0.014747251,0.011093541,0.009909948,0.009871677,0.012918265,0.027924114,0.016929412,0.013786867,0.021382879,0.021361071,0.023030142,0.014548558,0.016426475,0.009087855,0.018726977,0.020174393,0.016086855,0.024301736,0.014645949,0.023354229,0.033681395,0.007643372,0.007632181,0.010460021,0.016471236,0.026952763,0.010345709,0.023801529,0.021190794,0.016580963,0.032496869,0.029531773,0.042339589,0.008072187,0.013070431,0.036388146,0.018950791,0.020423065,-0.005148737,0.02734898,0.069415776,0.041235142,0.029402322,0.014237226,0.029210295,0.007110974,0.017689121,0.002192359,0.046273322,0.021762883,0.030918062,0.015869559,0.02461199,0.04883282,0.034985193,0.025205052,0.023600715,0.032006392,0.01071195,0.016096668,0.012024647,0.019748497,0.014973322,0.008673629,0.016697717,0.022448265,0.017457577,0.008379535,0.014321344,0.061462592,0.059867601,0.019852391,0.012937833,0.025529508,0.019279587,0.008954017,0.014756515,0.016379662,0.034126181,0.012766728,0.027524785,0.031252575,0.031967175,0.014410134,0.03173738,0.017059091,0.02042081,0.013490325,0.019489799,0.01158939,0.028589256,0.017624091,0.028652555,0.010007089,0.014810081,0.020304194,0.018341653,0.0214646,0.012249772,0.017320758,0.035421181,0.037062489,0.007457856,0.027337133,0.017385024,0.009941412,0.022949006,0.017210566,0.011345885,0.02330362,0.026446407,-0.002308114,0.031362466,0.032226356,0.01600158,0.008581359,0.012011341,0.027945828,0.041616958,0.016463792,0.018126095,0.024598091,0.018646262,0.001712433,0.01411557,0.024237699,0.018399241,0.0400804,0.030016298,0.021302786,0.012458441,0.010850487,0.012410741,0.017204963,0.005315188,0.041060391,0.033068037,0.01735435,0.010454585,0.023425085,0.017039403,0.061318711,0.012883847,0.018103794,0.020898234,0.009066296,0.003805796,0.031071002,0.017646586,0.008571005,0.026533943,0.062004096,0.035447192,0.009732767,0.008551564,0.031902292,0.01024355,0.007770879,0.02596383,0.009215555,0.027753304,0.012212729,0.006333823,0.014345645,0.017041336,0.036186996,0.021702571,0.02120437,0.009986881,0.030378274,0.011069286,0.011988631,0.033021128,0.02452484,0.032024187,0.015678192,0.007790289,0.002689326,0.016639786,0.030553186,0.016978016,0.021160226,0.0289221,0.043788557,0.038315242,0.03914012,0.020618852,0.018041782,0.032804165,0.015114011,0.009588691,0.014656363,0.02040032,0.030094935,0.029178296,0.022987313,0.0225209,0.033162824,0.028245586,0.02437151,0.026286811,0.01930896,0.004904602,0.004242046,0.012891125,0.037561407,0.01652996,0.024007714,0.021388767,0.075685312,0.032176545,0.01747351,0.021740408,0.012874491,0.011914772,0.013136621,0.025196822,0.018677152,0.023187973,0.035561423,0.021453694,0.025916742,0.00970611,0.025732141,0.017957912,0.014376194,0.013000238,0.001626288,0.038826968,0.039325079,0.033647491,0.008403239,0.014058745,0.027512114,0.031860932,0.006376371,0.007520928,0.024609916,0.028825567,0.046821282,0.05248472,0.013762526,0.008180585,0.008784799,0.024238999,0.021256507,0.023532075,0.046283742,0.04990295,0.02101245,0.051477395,0.020878235,0.014174555,0.014722725,0.002759123,0.01570609,0.015268445,0.032035432,0.048415852,0.030441738,0.061371025,0.021467865,0.013775489,0.022384526,0.00401866,0.01984339,0.020758213,0.038885744,0.02498078,0.04209618,0.043996118
Mar-64,0.012370827,0.034455228,0.007580537,0.026951114,0.013121479,0.015375741,0.01203313,0.034807429,0.047362531,0.010688745,-0.007540772,-0.002597079,0.028976795,0.033810387,0.039244211,0.028182486,0.004992837,0.028005246,0.017747391,0.02894743,0.013063596,0.002777343,0.00331489,0.013520987,0.016579276,0.024328313,0.042483466,0.03086055,0.062198851,0.023581713,0.033567383,0.040126786,0.000558049,0.019193535,0.017659649,0.018373554,0.019905559,0.022674555,0.008304737,0.012556404,0.021624466,0.01207121,0.019751211,-0.000875291,0.019392803,0.022358344,0.013105699,0.060543004,0.033129368,0.063246513,0.01726265,0.009978671,0.002508752,0.012297238,0.018973694,0.034959616,0.055734462,0.048022267,0.009361196,0.022997736,0.04001145,0.048264769,0.038433533,0.041847819,0.022719638,0.020693629,0.018596802,0.032471853,-0.001502489,0.002561933,0.029165974,0.017194126,0.000708134,0.009372245,0.007967484,0.028566338,0.033375897,0.0533624,0.058023273,0.04599711,0.062861374,0.033784467,0.01154509,0.020843961,0.003548298,0.031397424,0.029093627,0.006219529,0.04241128,0.068306245,0.005332496,0.018181417,-0.003268715,0.011251449,0.039872673,0.018795388,0.013920943,0.023837644,0.012190105,0.036363463,-0.00865218,0.018954861,0.035357692,0.016804039,0.014474805,0.005749417,0.026404913,0.011583108,0.015052439,0.031863777,0.012896536,0.017230484,0.024952122,0.013987454,0.017454161,0.008709224,0.018987657,0.028739337,0.019794876,0.030497644,0.025448062,0.02080832,0.024410937,0.002376109,0.024734485,-0.003640162,0.015638789,0.025637503,0.0249231,0.023692453,0.012874099,0.026228163,0.021569134,0.004580571,0.021336422,0.025295083,0.037369133,0.057688211,0.055185307,0.038443848,0.036188581,0.024042428,0.01928488,0.007777567,0.015872661,0.029081968,0.001656186,0.037115498,0.049258012,0.054092695,0.020758894,0.007862943,0.031942111,0.037485913,0.019575637,0.025937407,0.021740738,0.023538061,0.020303186,0.007013654,0.014689772,0.013077827,0.006902497,0.025824711,0.025725401,0.020524416,0.033132831,0.041447772,0.015163837,0.049881377,0.01929856,0.00759305,-0.00101405,0.010552786,0.036064229,0.025958845,0.037339541,0.029383417,0.053812458,0.071686068,0.018675407,0.017847363,0.006785569,0.004873541,0.013478463,0.021991856,0.018646264,0.02098431,0.016798291,0.029210558,0.005033908,0.019476959,0.022132958,0.017804545,0.006368986,0.014934799,0.026805972,0.009705206,0.021416348,0.033185203,0.033333285,0.004863987,0.021531232,0.006350861,0.021283043,0.036828467,0.007110289,0.028161201,0.047752363,0.042516628,-0.004621319,0.004589208,0.006295434,0.054609869,0.03752568,0.030621354,0.058547891,0.028123662,0.021819404,0.006124514,0.030100702,0.024655378,0.029091995,0.036599942,0.013249694,0.028318021,0.02419282,0.01434402,0.025793125,0.01064191,0.001269454,0.021405083,0.026316183,0.002615918,0.039649007,0.03097274,0.026106287,0.020185521,0.025121697,-0.0020503,0.038904696,0.044918635,0.026735164,0.009933785,0.022073772,-0.003209113,0.025120225,0.028514407,0.022882333,0.011954271,0.044166569,0.066930412,0.041667435,0.00030582,0.033812855,0.013103343,0.014273174,0.007406329,0.018681286,0.013556132,0.023270086,0.04570834,0.045769723,0.029918363,0.007111884,0.002572348,0.013442213,0.029985728,0.014141479,0.026290288,0.00698271,0.012939907,0.028887413,0.01668357,0.013441614,-0.002619321,0.026706043,0.028192421,0.034104002,0.033644586,0.007846173,0.021257278,0.04709025,0.034516787,0.033345956,0.042841259,0.022525567,0.030263917,0.030413919,0.002842275,0.012568609,0.019073623,0.030808896,0.027362648,0.032682351,0.041775058,0.03518957,0.039792254,0.023566568,0.022380317,0.000245411,-0.003948158,0.031211738,0.021865133,0.027548493,0.049957309,0.052837295,0.055453082,0.026897363,0.023095475,0.014397917,0.007565796,0.041536591,0.019575882,0.017806324,0.015868148,0.005942648,0.023187508,0.011959348,0.028522735,-0.004452499,0.011977266,0.003315102,0.01053226,0.022380874,0.015820506,0.012146978,0.035121361,0.040384481,0.07147354,-0.003533364,-0.005043402,0.035665432,0.040838086,0.00560441,0.021757793,0.029698244,0.033954984,0.015687968,0.062371384,-0.011018867,0.001007563,0.024375742,0.034401004,0.024387395,0.029899283,0.024317769,0.021148801,0.049212142,0.026981329,0.012448251,0.008865109,0.017369717,-0.001860196,0.030581886,0.03839876,0.039762286,0.046305063,0.059758008,0.018707112,0.008287214,0.01514348,0.03515577,0.003365179,0.021814701,0.054081171,0.030902861,0.035610659,0.036465013,0.035920273
