,Small-Low,Small-High,Big-Low,Big-High,Market,Rf
197503,7.8014,8.3282,2.9335,7.1633,3.07,0.41
197504,6.4775,3.1197,5.765,6.8476,4.67,0.44
197505,10.3329,6.8819,5.6927,0.9427,5.63,0.44
197506,7.0232,6.415,4.2499,7.6177,5.24,0.41
197507,-2.9921,-2.5589,-7.4851,-4.5331,-6.11,0.48
197508,-4.6391,-6.7043,-2.1928,-2.0229,-2.37,0.48
197509,-4.0116,-3.4014,-3.9917,-3.8172,-3.73,0.53
197510,1.3529,1.943,6.5434,6.522,5.87,0.56
197511,1.221,3.8098,2.9993,4.475,3.05,0.41
197512,-1.4989,-0.8743,-1.7778,0.9831,-1.12,0.48
197601,14.9242,24.7673,10.884,18.2942,12.63,0.47
197602,6.658,12.4205,-1.3254,4.6546,0.66,0.34
197603,1.333,1.8617,2.9741,2.2018,2.72,0.4
197604,-1.0072,-1.3187,-1.621,-1.6344,-1.07,0.42
197605,-0.8109,-3.6025,-0.6358,-0.5715,-0.97,0.37
197606,3.9466,3.8136,4.3724,5.9218,4.48,0.43
197607,-1.1302,0.7167,-1.2322,0.3881,-0.6,0.47
197608,-3.4817,-1.3246,-0.3685,-0.9139,-0.14,0.42
197609,3.5291,2.2499,2.206,2.8993,2.51,0.44
197610,-2.6845,-2.0667,-2.3694,-3.3552,-2.01,0.41
197611,3.6512,3.9432,-0.6832,2.0466,0.76,0.4
197612,9.6061,10.1071,4.7254,8.7706,6.05,0.4
197701,0.721,3.0991,-6.3823,-0.2155,-3.69,0.36
197702,-1.0278,0.0031,-1.8193,-1.918,-1.59,0.35
197703,0.2648,0.2314,-1.7071,0.4974,-0.99,0.38
197704,1.144,2.4533,-1.1247,4.3186,0.53,0.38
197705,-0.7265,0.6382,-1.9168,-1.5795,-1.08,0.37
197706,7.4918,6.8343,5.6656,4.8443,5.11,0.4
197707,0.0847,0.5665,-1.5588,-3.155,-1.27,0.42
197708,0.691,-1.5152,0.2495,-2.9398,-1.31,0.44
197709,1.6105,0.5531,-0.7059,-0.6902,0.16,0.43
197710,-3.8335,-1.5761,-4.4278,-3.1847,-3.89,0.49
197711,8.3539,8.115,4.0768,4.8404,4.5,0.5
197712,3.1208,1.5802,0.1735,1.1438,0.76,0.49
197801,-4.6778,-1.1427,-6.4466,-3.2682,-5.52,0.49
197802,1.6302,2.4814,-2.6288,-1.8122,-0.92,0.46
197803,6.4492,7.1277,2.2355,3.9137,3.38,0.53
197804,9.9575,7.2061,11.0834,6.7563,8.42,0.54
197805,7.0761,5.8959,1.9154,2.0615,2.27,0.51
197806,-0.9738,0.3601,-1.3715,-1.5694,-1.15,0.54
197807,7.0202,5.7853,6.9962,5.9214,5.67,0.56
197808,8.2359,8.7076,3.5456,2.0514,4.31,0.56
197809,-1.8909,-0.6268,-2.5719,-0.0583,-0.81,0.62
197810,-23.1152,-18.6611,-9.8736,-11.5666,-11.23,0.68
197811,8.8022,4.3691,2.8781,3.0173,3.41,0.7
197812,3.0807,1.9966,2.7949,-0.3788,1.66,0.78
197901,8.5569,9.6098,3.4154,6.7362,5,0.77
197902,-3.4551,-1.9317,-3.6978,-2.8845,-2.83,0.73
197903,11.709,8.5269,5.7619,7.5245,6.49,0.81
197904,1.6374,3.3396,0.1217,0.6573,0.74,0.8
197905,-2.6133,-0.4841,-1.814,-1.3239,-1.39,0.82
197906,5.7373,6.0916,3.1127,5.6467,4.66,0.81
197907,1.9209,3.238,0.5951,2.9998,1.59,0.77
197908,9.0414,7.3498,6.8305,5.3664,6.3,0.77
197909,0.8031,-1.0925,-0.8271,-0.7272,0.01,0.83
197910,-9.2505,-11.4064,-6.7367,-8.2708,-7.23,0.87
197911,10.9906,6.8114,6.463,4.0643,6.2,0.99
197912,8.2142,5.1402,3.0248,1.8921,2.74,0.95
198001,7.9452,8.5051,4.9399,7.8701,6.31,0.8
198002,-0.3848,-2.6726,-3.063,0.445,-0.33,0.89
198003,-19.3301,-17.3817,-9.0773,-13.036,-11.69,1.21
198004,6.233,5.9533,3.7499,6.1397,5.23,1.26
198005,8.0731,8.0871,5.7433,6.4795,6.07,0.81
198006,5.2048,4.3282,3.0507,2.4152,3.67,0.61
198007,13.2854,7.0754,9.3746,2.77,7.02,0.53
198008,8.4868,3.6359,2.1162,1.7611,2.44,0.64
198009,5.2475,1.0864,4.0427,-0.9699,2.94,0.75
198010,5.8507,3.0667,1.8142,-0.9246,2.01,0.95
198011,12.6739,2.6728,11.5462,4.8858,10.55,0.96
198012,-5.3599,-1.2148,-2.1695,-0.7354,-3.21,1.31
198101,-3.769,2.114,-5.906,1.6425,-4,1.04
198102,-0.7145,2.7761,2.7916,1.3483,1.64,1.07
198103,7.6888,7.6879,3.9242,5.2103,4.77,1.21
198104,2.5198,3.8073,-2.2007,1.0691,-1.03,1.08
198105,4.9505,1.6988,0.8188,3.2259,1.26,1.15
198106,-5.7292,1.423,-3.164,-0.055,-1.01,1.35
198107,-2.9082,-1.5787,1.2905,-1.037,-0.3,1.24
198108,-9.8846,-4.7176,-6.8246,-2.4762,-5.76,1.28
198109,-10.2062,-4.9371,-6.43,-1.3539,-5.93,1.24
198110,10.6086,5.8372,8.0684,4.4261,6.13,1.21
198111,0.8531,4.563,4.2079,4.1649,4.43,1.07
198112,-2.4036,-1.4615,-3.1337,-2.4558,-2.78,0.87
198201,-4.8632,-0.8535,-1.9213,0.4466,-2.44,0.8
198202,-7.4167,-0.7327,-7.3158,-1.896,-4.94,0.92
198203,-2.2742,1.5073,-1.9474,1.8964,-0.89,0.98
198204,6.3584,4.1462,5.7382,2.5601,4.4,1.13
198205,-3.4446,-0.9464,-3.4853,-2.4807,-2.93,1.06
198206,-3.5859,-1.3412,-2.5237,-1.7167,-2.13,0.96
198207,-2.2867,-1.0541,-0.6341,-1.6917,-2.14,1.05
198208,8.186,8.0868,11.3557,13.3486,11.9,0.76
198209,2.7648,5.2828,1.9731,0.0139,1.8,0.51
198210,15.8771,11.6901,12.8302,9.6909,11.89,0.59
198211,9.8053,9.209,7.1064,3.9592,5.3,0.63
198212,1.281,0.7614,1.1325,1.607,1.22,0.67
198301,9.5976,4.9439,2.7343,5.8897,4.29,0.69
198302,4.3293,7.1598,3.6533,2.2234,3.21,0.62
198303,2.5762,6.1273,2.5155,3.0031,3.45,0.63
198304,7.9818,7.5278,5.697,7.1267,7.38,0.71
198305,7.9931,5.1013,-0.16,-0.0677,1.21,0.69
198306,5.7463,2.4488,5.2835,0.7795,3.74,0.67
198307,-5.8404,1.3222,-5.2005,-1.1218,-3.33,0.74
198308,-4.7929,-0.3019,-1.314,5.2747,0.26,0.76
198309,0.2023,3.9526,2.523,0.7975,1.67,0.76
198310,-8.9359,-2.2239,-3.5906,-0.3673,-2.68,0.76
198311,4.7353,4.3171,2.9241,1.9075,2.86,0.7
198312,-3.1882,0.2055,-0.7589,-0.6913,-1.05,0.73
198401,-4.1567,2.0888,-5.3302,3.5896,-1.16,0.76
198402,-6.965,-3.5449,-4.777,-1.5333,-4.11,0.71
198403,0.1461,2.2646,1.6286,0.4238,1.36,0.73
198404,-1.1081,-0.0244,0.3973,1.7183,0.3,0.81
198405,-5.9648,-4.285,-4.8224,-5.8762,-5.19,0.78
198406,4.5857,1.0123,4.4134,2.6706,2.57,0.75
198407,-5.4642,-3.3285,-0.9786,-2.3933,-1.92,0.82
198408,13.4864,9.4739,11.1317,11.5043,11.11,0.83
198409,-2.7498,2.2213,-2.3711,3.2127,0.06,0.86
198410,-2.2199,-0.0773,0.7342,-0.5118,0.16,1
198411,-4.4941,0.3942,-2.238,1.0015,-1.03,0.73
198412,2.1513,2.095,2.683,2.2125,2.48,0.64
198501,15.0004,8.8293,10.143,5.6178,8.64,0.65
198502,2.9567,1.7902,1.2977,2.2635,1.8,0.58
198503,-3.2404,1.3822,-1.3177,2.2078,-0.22,0.62
198504,-2.0441,1.6812,-1.7834,1.936,-0.24,0.72
198505,4.2871,3.3406,6.1397,5.1677,5.75,0.66
198506,1.5306,2.2948,1.4638,1.4631,1.82,0.55
198507,2.713,1.1537,0.2217,-1.462,-0.12,0.62
198508,-2.0215,0.2922,-1.4907,0.8297,-0.47,0.55
198509,-7.2192,-4.142,-3.8632,-4.3669,-3.94,0.6
198510,3.2872,3.3782,4.0949,5.5001,4.67,0.65
198511,7.7856,6.3634,9.0429,4.7599,7.09,0.61
198512,4.8833,3.1658,5.7737,4.4138,4.53,0.65
198601,2.3768,2.5401,0.8049,1.5308,1.21,0.56
198602,7.2854,6.9587,8.0072,6.8955,7.66,0.53
198603,4.1459,5.2443,6.255,4.3668,5.48,0.6
198604,2.2826,0.4498,0.5808,-3.3166,-0.79,0.52
198605,3.3482,3.2911,5.4491,5.0823,5.11,0.49
198606,-0.0369,1.8141,1.8578,2.5744,1.55,0.52
198607,-10.5776,-5.7929,-7.2455,-2.632,-5.93,0.52
198608,2.243,4.4262,4.6183,9.4572,6.53,0.46
198609,-8.1714,-4.6913,-10.181,-7.2174,-8.15,0.45
198610,4.3978,1.7426,5.686,5.5064,5.12,0.46
198611,0.0342,0.5165,2.1265,1.501,1.56,0.39
198612,-3.0719,-1.8485,-2.381,-2.8754,-2.78,0.49
198701,12.6452,9.2413,13.9515,11.0334,12.89,0.42
198702,9.5106,5.094,7.4353,0.0263,4.82,0.43
198703,1.3769,3.663,1.6836,2.6132,2.11,0.47
198704,-2.6291,-3.6852,-1.7917,-1.5187,-1.67,0.44
198705,-0.3112,0.8036,1.3297,0.6845,0.49,0.38
198706,1.5427,3.608,4.6957,4.7076,4.42,0.48
198707,2.1631,5.2885,5.5219,3.7601,4.31,0.46
198708,2.8527,3.0306,4.7692,2.7356,3.99,0.47
198709,-2.5508,-1.3923,-1.9644,-2.5734,-2.14,0.45
198710,-32.4829,-27.8467,-23.2158,-19.38,-22.64,0.6
198711,-6.6107,-3.6438,-8.7104,-5.7749,-7.42,0.35
198712,9.2665,4.6334,9.1347,4.915,7.2,0.39
198801,2.2141,6.3098,2.0283,7.9624,4.5,0.29
198802,8.5114,7.0921,5.4343,3.4372,5.21,0.46
198803,3.6385,3.2186,-3.128,-1.2442,-1.83,0.44
198804,1.4367,2.5857,-0.6415,1.5495,1.02,0.46
198805,-3.0097,-0.2763,0.0176,2.1245,0.22,0.51
198806,7.8072,6.2787,4.9039,3.9622,5.28,0.49
198807,-2.3125,0.2536,-1.6413,0.2409,-0.74,0.51
198808,-4.1306,-1.4085,-2.9658,-1.3904,-2.72,0.59
198809,2.6306,2.5837,5.103,3.6418,3.92,0.62
198810,-2.0141,0.6314,1.5735,3.0263,1.76,0.61
198811,-3.8315,-2.5909,-1.952,-0.37,-1.72,0.57
198812,4.1019,2.8736,2.9015,0.7467,2.12,0.63
198901,4.2075,5.371,7.0241,7.0682,6.65,0.55
198902,0.4871,1.3553,-2.4817,-1.3377,-1.64,0.61
198903,2.4678,3.4757,2.4731,2.621,2.24,0.67
198904,4.6182,3.8119,6.1177,4.084,5,0.67
198905,4.7052,3.7753,4.8216,3.9835,4.14,0.79
198906,-3.1788,-0.068,-0.9504,0.4305,-0.64,0.71
198907,4.2672,3.3676,10.8754,6.2049,7.9,0.7
198908,2.7883,2.6094,1.0698,2.4445,2.18,0.74
198909,1.431,-0.7574,0.4919,0.1494,-0.11,0.65
198910,-5.0461,-6.3635,-1.3426,-2.2476,-2.99,0.68
198911,0.7437,-0.1227,2.3285,1.0186,1.72,0.69
198912,0.215,-0.2315,1.6916,2.4613,1.77,0.61
199001,-9.2469,-7.8832,-7.6131,-7.2709,-7.28,0.57
199002,3.1973,2.2005,0.3535,2.6296,1.68,0.57
199003,4.297,2.2333,4.1381,0.3616,2.47,0.64
199004,-2.7212,-4.3624,-0.9445,-4.4877,-2.67,0.69
199005,8.4807,4.2531,10.835,7.3981,9.1,0.68
199006,1.0426,0,1.2711,-1.5455,-0.46,0.63
199007,-4.5341,-4.3317,-1.3989,-1.6679,-1.22,0.68
199008,-14.7389,-11.2747,-9.7878,-9.9623,-9.49,0.66
199009,-10.1778,-8.3197,-5.7974,-6.367,-5.52,0.6
199010,-5.963,-6.0758,0.4607,0.7665,-1.24,0.68
199011,8.9656,5.0044,7.386,5.1477,6.92,0.57
199012,4.2266,2.6959,3.7847,1.9115,3.06,0.6
199101,9.3095,7.9073,6.3134,4.5144,5.21,0.52
199102,11.6821,11.3068,7.8957,7.1044,7.67,0.48
199103,7.8039,6.535,4.1447,2.6313,3.09,0.44
199104,-0.7145,1.6752,-0.2734,0.3398,0.25,0.53
199105,4.3206,2.6841,4.7155,5.3121,4.12,0.47
199106,-5.2543,-4.1184,-4.8868,-3.7232,-4.52,0.42
199107,4.3325,3.0346,5.411,4.0615,4.73,0.49
199108,4.4509,4.347,3.3482,1.901,2.78,0.46
199109,1.3208,-1.0642,-2.2033,-1.9731,-1.13,0.46
199110,3.0458,1.7781,1.5117,1.8307,1.71,0.42
199111,-4.8677,-5.5897,-2.4929,-5.5511,-3.8,0.39
199112,10.3864,7.4219,14.4732,9.0896,11.22,0.38
199201,7.4406,10.6783,-2.2734,3.9161,-0.25,0.34
199202,0.7335,7.1315,0.3247,6.8765,1.37,0.28
199203,-6.228,-0.7799,-2.7662,-1.1011,-2.32,0.34
199204,-5.4951,-0.9198,0.1232,4.2205,1.39,0.32
199205,-0.7331,2.3897,0.8799,0.1317,0.58,0.28
199206,-6.1368,-2.781,-2.4792,0.6397,-2.02,0.32
199207,2.7042,3.7109,4.3501,2.2174,4.08,0.31
199208,-4.2863,-2.7548,-1.1177,-4.858,-2.12,0.26
199209,1.426,1.3745,1.617,1.1576,1.45,0.26
199210,4.4956,1.9164,2.3858,1.0083,1.25,0.23
199211,9.573,6.8812,4.5935,4.5942,4.36,0.23
199212,2.606,5.0863,0.7039,3.4616,1.81,0.28
199301,1.1246,6.3608,-1.1051,5.531,1.16,0.23
199302,-6.4782,0.9461,-2.3187,3.0909,0.34,0.22
199303,2.0745,3.4111,1.754,2.7855,2.55,0.25
199304,-3.7479,-2.7049,-5.0586,-1.1277,-2.81,0.24
199305,6.6181,3.1393,4.0372,0.6694,3.11,0.22
199306,0.5431,1.4876,-1.0757,3.4698,0.56,0.25
199307,-0.4052,2.1185,-1.9939,1.174,-0.1,0.24
199308,3.7756,3.4149,3.4854,4.1084,3.96,0.25
199309,3.315,2.4602,-0.9259,-0.688,0.14,0.26
199310,3.9698,2.7022,3.2825,-0.9683,1.63,0.22
199311,-3.1616,-2.4434,0.062,-2.1447,-1.64,0.25
199312,2.7277,2.5671,1.4219,2.2282,1.88,0.23
199401,1.8803,4.8889,2.4154,1.6973,3.12,0.25
199402,-0.9196,-1.0985,-1.7641,-4.672,-2.34,0.21
199403,-6.2311,-4.3361,-4.6933,-3.3803,-4.51,0.27
199404,-0.8882,1.4197,0.6158,1.6366,0.95,0.27
199405,-2.7048,0.1619,1.4041,-0.1128,0.89,0.31
199406,-4.7152,-1.8241,-3.1128,-2.6651,-2.72,0.31
199407,1.6163,2.1612,2.8841,3.5012,3.1,0.28
199408,7.3985,3.9547,5.2259,3.6475,4.38,0.37
199409,0.6014,-0.0209,-1.4291,-4.5775,-1.94,0.37
199410,0.4398,-1.5464,2.0112,0.7504,1.72,0.38
199411,-3.9575,-3.6845,-3.2106,-4.8823,-3.67,0.37
199412,0.8135,1.5471,1.5264,0.5245,1.3,0.44
199501,-1.0872,0.8998,2.194,5.3437,2.22,0.42
199502,3.5045,4.2537,3.8868,5.2961,4.03,0.4
199503,2.9035,1.2955,2.9623,0.2608,2.65,0.46
199504,1.0824,3.3218,2.3436,3.5196,2.55,0.44
199505,0.8409,2.955,3.2689,5.7376,3.44,0.54
199506,7.7813,4.3521,3.4656,1.8233,3.19,0.47
199507,8.0404,4.8239,3.7632,3.7455,4.17,0.45
199508,2.0488,3.9387,0.0326,3.7307,1.02,0.47
199509,2.4192,1.6687,4.506,5.1737,3.78,0.43
199510,-5.5169,-3.8152,0.331,-2.373,-1.05,0.47
199511,3.7295,3.7025,4.2415,5.2829,4.38,0.42
199512,2.2051,2.2547,0.8634,1.2528,1.52,0.49
199601,0.0325,0.6887,3.1042,3.212,2.69,0.43
199602,4.8418,2.7796,1.6586,1.5535,1.72,0.39
199603,2.4736,2.6298,0.3329,0.8853,1.12,0.39
199604,8.5392,4.6315,2.5169,-1.6187,2.52,0.46
199605,6.0161,5.3554,3.3798,2.376,2.78,0.42
199606,-6.3904,-2.3838,0.141,0.8304,-0.74,0.4
199607,-13.7771,-5.4644,-5.6703,-3.6952,-5.52,0.45
199608,7.0424,4.4876,2.1368,3.2033,3.18,0.41
199609,5.3067,3.2759,6.6623,3.2607,5.45,0.44
199610,-5.2621,0.9932,0.6781,4.3024,1.28,0.42
199611,1.7531,3.9288,7.1535,7.7482,6.66,0.41
199612,0.5392,2.2704,-1.7155,-0.8256,-1.24,0.46
199701,4.1649,2.9067,6.5068,4.9195,5.44,0.45
199702,-6.4196,1.2125,0.0212,3.738,-0.1,0.39
199703,-8.4408,-1.806,-5.3569,-5.2102,-4.6,0.43
199704,-3.2057,-0.4489,6.4759,3.855,4.47,0.43
199705,15.557,8.4213,6.9398,5.8204,7.23,0.49
199706,3.2911,6.9037,4.3459,3.8965,4.47,0.37
199707,5.0479,5.5703,7.7392,7.7277,7.76,0.43
199708,3.9081,3.0223,-5.5037,-2.2565,-3.74,0.41
199709,8.7194,8.2867,5.0326,6.2052,5.79,0.44
199710,-6.461,-2.0165,-3.2725,-3.1766,-3.38,0.42
199711,-3.445,0.5167,5.1146,3.5621,3.37,0.39
199712,-2.2526,2.3342,1.2184,4.3036,1.8,0.48
199801,-0.6783,-1.0299,2.5491,-0.3543,0.58,0.43
199802,8.559,7.0923,7.0242,6.7943,7.43,0.39
199803,4.1742,4.6827,4.9016,7.1641,5.15,0.39
199804,0.6953,2.1415,0.8618,1.2991,1.16,0.43
199805,-7.4586,-2.4278,-2.1842,-0.3432,-2.67,0.4
199806,0.599,-0.1616,5.5655,2.4064,3.59,0.41
199807,-7.7919,-7.4253,-0.84,-4.7627,-2.06,0.4
199808,-24.3741,-18.8106,-13.6291,-12.1245,-15.65,0.43
199809,9.1005,3.6424,7.8651,6.4886,6.61,0.46
199810,4.4161,3.3328,7.9721,4.5867,7.45,0.32
199811,9.0066,5.4904,7.0561,4.0667,6.41,0.31
199812,6.7069,2.802,8.2786,3.812,6.54,0.38
199901,3.7326,1.0679,4.9923,-1.551,3.85,0.35
199902,-8.8767,-8.4237,-4.4395,-1.0443,-3.73,0.35
199903,-0.1892,-2.7853,3.9834,1.1068,3.88,0.43
199904,9.0446,9.1712,2.2638,7.0474,4.7,0.37
199905,1.8174,3.7551,-2.4989,0.2561,-2.12,0.34
199906,6.642,6.4515,6.5464,0.3594,5.17,0.4
199907,-1.1252,-1.17,-2.9887,-3.8208,-3.11,0.38
199908,-2.7649,-3.4268,0.0456,-3.0357,-0.99,0.39
199909,0.6314,-2.8843,-1.7866,-5.2602,-2.4,0.39
199910,0.9525,-2.7004,6.647,3.5624,6.51,0.39
199911,13.3583,4.3349,4.1944,0.9766,3.73,0.36
199912,18.3003,6.6659,8.3424,3.3242,8.16,0.44
200001,1.1975,0.3625,-4.8391,-7.7629,-4.33,0.41
200002,28.0883,13.1301,1.2418,-2.9891,2.88,0.43
200003,-13.484,-1.2043,8.6671,12.6437,5.67,0.47
200004,-14.6459,-4.3476,-4.2256,-0.0027,-5.94,0.46
200005,-7.4689,-4.9489,-3.4721,3.4989,-3.92,0.5
200006,17.7779,8.5776,4.7732,-2.8696,5.04,0.4
200007,-7.1352,1.8849,-3.0452,4.5455,-2.03,0.48
200008,8.796,6.671,7.5806,6.93,7.53,0.5
200009,-7.2712,-0.4569,-5.9659,1.5671,-4.94,0.51
200010,-8.4071,-1.5683,-2.0153,2.5737,-2.2,0.56
200011,-16.5288,-2.9313,-10.5537,0.4395,-10.21,0.51
200012,2.7926,8.6265,-0.1828,9.2058,1.69,0.5
200101,12.6089,6.863,3.4848,-0.9,3.67,0.54
200102,-12.4032,0.0022,-11.2013,1.3265,-9.67,0.38
200103,-7.6214,-1.5864,-8.0352,-1.2367,-6.84,0.42
200104,10.1832,5.0816,8.9573,4.7177,8.33,0.39
200105,3.8731,6.31,0.4381,4.7252,1.04,0.32
200106,6.3064,3.1503,-2.2317,-1.3252,-1.66,0.28
200107,-9.3319,-1.089,-1.7118,0.4601,-1.83,0.3
200108,-7.4609,-1.4791,-6.9023,-8.2732,-6.15,0.31
200109,-17.0159,-14.1521,-8.1659,-8.1314,-8.97,0.28
200110,11.118,4.4857,3.3534,-5.3216,2.68,0.22
200111,9.0378,9.0717,7.8875,12.2742,7.71,0.17
200112,6.7106,6.689,0.6646,2.3635,1.75,0.15
200201,-5.1916,3.3048,-0.9182,-2.5436,-1.3,0.14
200202,-8.1298,-1.0152,-2.3962,-5.1829,-2.16,0.13
200203,8.8781,9.9117,3.5933,4.684,4.37,0.13
200204,-4.0034,4.227,-7.1199,-7.5924,-5.05,0.15
200205,-6.7104,-2.6494,-1.3862,-2.3928,-1.24,0.14
200206,-7.0903,-2.4015,-7.4377,-12.2215,-7.08,0.13
200207,-14.9416,-15.3101,-6.4478,-13.7713,-8.03,0.15
200208,-0.433,-0.4485,-0.1006,6.4683,0.64,0.14
200209,-8.3652,-7.1005,-10.8017,-9.135,-10.21,0.14
200210,6.6758,0.54,9.7548,7.9856,7.98,0.14
200211,13.2221,7.6826,5.378,8.4496,6.08,0.12
200212,-8.677,-3.583,-6.1715,-6.9949,-5.65,0.11
200301,-2.331,-1.2782,-2.8369,-5.5572,-2.47,0.1
200302,-3.9075,-3.7313,-1.4217,-4.3684,-1.79,0.09
200303,1.7988,1.0764,1.5895,-1.5555,1.19,0.1
200304,11.0914,9.5335,7.7629,11.5916,8.32,0.1
200305,13.1865,10.6693,5.0071,8.327,6.14,0.09
200306,2.4758,3.5209,1.3366,0.5109,1.52,0.1
200307,8.2157,6.6437,1.7695,0.8599,2.42,0.07
200308,4.9033,6.0561,2.126,4.0295,2.41,0.07
200309,-1.6603,0.922,-1.132,-3.3924,-1.16,0.08
200310,8.4031,10.7909,5.2059,6.751,6.15,0.07
200311,2.9769,4.676,0.8079,2.661,1.42,0.07
200312,1.0682,3.107,4.6141,5.7836,4.37,0.08
200401,3.8937,7.2328,1.4411,3.077,2.22,0.07
200402,0.3743,0.2898,1.0861,2.9757,1.46,0.06
200403,1.2919,0.4087,-1.8648,-0.4333,-1.23,0.09
200404,-3.3071,-6.0914,-0.2311,-3.6398,-1.75,0.08
200405,1.0241,0.7002,1.2499,1.0769,1.23,0.06
200406,3.1125,4.3401,1.5136,2.6548,1.94,0.08
200407,-9.4967,-5.2013,-4.3756,-2.1818,-3.96,0.1
200408,-2.2001,-0.6391,-0.282,0.1024,0.19,0.11
200409,5.5244,3.6371,0.8519,2.7342,1.71,0.11
200410,2.7869,1.2476,1.5958,2.6893,1.54,0.11
200411,8.5101,8.7784,3.7051,6.2587,4.69,0.15
200412,4.4048,3.7097,3.5207,3.7746,3.59,0.16
200501,-5.3911,-2.663,-3.0957,-1.7037,-2.6,0.16
200502,0.7712,2.804,2.1229,3.1604,2.05,0.16
200503,-4.154,-1.4772,-1.2856,0.1157,-1.76,0.21
200504,-6.3511,-5.7186,-1.7369,-2.2342,-2.4,0.21
200505,7.498,5.7183,3.6683,4.1685,3.89,0.24
200506,2.7806,4.7555,-0.7926,2.8856,0.8,0.23
200507,6.9998,5.9866,4.5699,3.9961,4.16,0.24
200508,-2.2529,-1.2413,-1.2405,0.3806,-0.92,0.3
200509,0.3822,0.2636,0.3871,1.9333,0.78,0.29
200510,-3.9638,-2.2453,-1.2382,-2.1076,-1.75,0.27
200511,5.1198,4.0298,4.1346,2.8948,3.92,0.31
200512,0.0933,-0.323,-0.729,0.0853,0.07,0.32
200601,8.5807,8.1654,1.8137,4.3913,3.39,0.35
200602,-0.5483,-0.5208,-0.0917,-0.804,0.04,0.34
200603,4.0319,5.3598,1.6908,1.5704,1.83,0.37
200604,-0.5657,0.8286,0.0059,3.2858,1.09,0.36
200605,-7.6554,-4.0432,-2.9029,-1.6874,-3.14,0.43
200606,-0.7189,0.0187,-0.1141,0.8541,0.05,0.4
200607,-5.8879,-2.1527,-0.7869,0.6862,-0.38,0.4
200608,3.4981,2.5223,3.3106,0.1641,2.45,0.42
200609,0.8236,1.3171,2.5161,2.1895,2.25,0.41
200610,6.1777,4.5665,3.3829,4.3813,3.64,0.41
200611,2.5686,2.7404,1.8462,1.9554,2.13,0.42
200612,-0.5996,2.0235,0.3481,3.1865,1.27,0.4
200701,2.5527,1.9196,1.9159,1.1933,1.84,0.44
200702,-0.1024,-1.0489,-1.9498,-1.2836,-1.58,0.38
200703,1.7726,0.3487,0.8422,0.333,1.11,0.43
200704,2.8135,0.9535,4.8417,3.7988,3.93,0.44
200705,4.5063,3.1037,3.2198,3.3277,3.65,0.41
200706,-0.5887,-1.6191,-1.1139,-2.1834,-1.56,0.4
200707,-4.8084,-8.2207,-1.4022,-5.4141,-3.33,0.4
200708,1.5001,-0.6619,1.5856,0.0271,1.34,0.42
200709,2.5885,0.0934,4.9638,3.0316,3.54,0.32
200710,3.5844,0.1482,3.1527,0.6368,2.12,0.32
200711,-7.5145,-7.9013,-3.1057,-4.5989,-4.49,0.34
200712,0.1682,-0.9297,-0.4386,-0.4388,-0.6,0.27
200801,-8.5654,-3.9366,-7.1977,-3.8873,-6.15,0.21
200802,-4.6707,-3.9608,-2.11,-4.4916,-2.96,0.13
200803,-2.1235,0.1903,0.6612,-1.0498,-0.76,0.17
200804,4.7454,1.5267,3.7378,5.0753,4.78,0.18
200805,5.515,3.0015,2.3412,1.9916,2.04,0.18
200806,-7.2838,-8.8965,-7.0126,-10.8237,-8.27,0.17
200807,2.2876,5.2999,-1.0748,6.751,-0.62,0.15
200808,3.1047,7.0479,1.4728,0.7139,1.66,0.13
200809,-11.096,-6.9905,-9.78,-2.057,-9.09,0.15
200810,-22.1126,-20.5932,-15.4972,-21.6172,-17.15,0.08
200811,-11.7044,-14.3367,-6.2057,-16.1953,-7.83,0.03
200812,4.9088,5.3899,1.7,1.5085,1.74,0
200901,-7.8913,-16.0718,-5.3342,-19.7425,-8.12,0
200902,-9.8277,-15.0774,-7.9555,-16.6032,-10.09,0.01
200903,9.1856,11.0487,8.3258,13.4126,8.97,0.02
200904,16.4844,18.304,7.9415,16.8494,10.19,0.01
200905,3.8848,2.4796,4.5172,6.4772,5.21,0
200906,5.4172,0.7106,0.8703,0.114,0.44,0.01
200907,6.9131,13.3715,6.7746,9.9829,7.73,0.01
200908,1.0155,8.1775,1.7045,9.8001,3.34,0.01
200909,6.3176,7.5882,3.4573,4.2793,4.09,0.01
200910,-6.9838,-9.3918,-0.4418,-6.4484,-2.59,0
200911,2.0214,4.1189,6.6381,3.8618,5.56,0
200912,8.4759,8.368,1.9456,1.7169,2.76,0.01
201001,-3.7834,-2.6952,-4.2125,-4.4504,-3.36,0
201002,3.3733,7.4667,3.058,5.4191,3.4,0
201003,7.016,8.9514,5.2329,7.7161,6.32,0.01
201004,3.9334,9.2912,0.852,1.2645,2.01,0.01
201005,-5.9602,-10.3776,-7.3779,-7.8501,-7.88,0.01
201006,-5.7705,-10.8899,-4.4235,-8.7076,-5.56,0.01
201007,6.7892,7.2318,6.7418,5.6834,6.94,0.01
201008,-7.1839,-8.6118,-4.0632,-6.4365,-4.76,0.01
201009,14.0566,10.9568,10.0755,6.851,9.55,0.01
201010,4.4548,3.6404,4.5444,0.5078,3.89,0.01
201011,3.7202,3.3312,0.5094,-1.0253,0.61,0.01
201012,7.3101,9.4636,4.9391,10.1774,6.83,0.01
201101,-0.4753,0.3442,2.0293,2.8643,2,0.01
