PERMNO,date,TICKER,COMNAM,PRC,RET,sprtrn
10104,20020328,ORCL,ORACLE CORP,12.8,-0.229844,0.036739
10104,20020430,ORCL,ORACLE CORP,10.04,-0.215625,-0.061418
10104,20020531,ORCL,ORACLE CORP,7.92,-0.211155,-0.009081
10104,20020628,ORCL,ORACLE CORP,9.47,0.195707,-0.072465
10104,20020731,ORCL,ORACLE CORP,10.009,0.056917,-0.078995
10104,20020830,ORCL,ORACLE CORP,9.59,-0.041862,0.004881
10104,20020930,ORCL,ORACLE CORP,7.86,-0.180396,-0.110013
10104,20021031,ORCL,ORACLE CORP,10.19,0.296438,0.086436
10104,20021129,ORCL,ORACLE CORP,12.15,0.192345,0.05707
10104,20021231,ORCL,ORACLE CORP,10.8,-0.111111,-0.060333
10104,20030131,ORCL,ORACLE CORP,12.03,0.113889,-0.027415
10104,20030228,ORCL,ORACLE CORP,11.96,-0.005819,-0.017004
10104,20030331,ORCL,ORACLE CORP,10.849,-0.092893,0.008358
10104,20030430,ORCL,ORACLE CORP,11.88,0.095032,0.081044
10104,20030530,ORCL,ORACLE CORP,13.01,0.095118,0.050899
10104,20030630,ORCL,ORACLE CORP,12.01,-0.076864,0.011322
10104,20030731,ORCL,ORACLE CORP,11.99,-0.001665,0.016224
10104,20030829,ORCL,ORACLE CORP,12.83,0.070058,0.017873
10104,20030930,ORCL,ORACLE CORP,11.25,-0.123149,-0.011944
10104,20031031,ORCL,ORACLE CORP,11.97,0.064,0.054962
10104,20031128,ORCL,ORACLE CORP,12.02,0.004177,0.007129
10104,20031231,ORCL,ORACLE CORP,13.23,0.100665,0.050765
10104,20040130,ORCL,ORACLE CORP,13.86,0.047619,0.017276
10104,20040227,ORCL,ORACLE CORP,12.87,-0.071429,0.012209
10104,20040331,ORCL,ORACLE CORP,12,-0.067599,-0.016359
10104,20040430,ORCL,ORACLE CORP,11.25,-0.0625,-0.016791
10104,20040528,ORCL,ORACLE CORP,11.4,0.013333,0.012083
10104,20040630,ORCL,ORACLE CORP,11.93,0.046491,0.017989
10104,20040730,ORCL,ORACLE CORP,10.51,-0.119028,-0.034291
10104,20040831,ORCL,ORACLE CORP,9.97,-0.05138,0.002287
10104,20040930,ORCL,ORACLE CORP,11.28,0.131394,0.009364
10104,20041029,ORCL,ORACLE CORP,12.66,0.12234,0.014014
10104,20041130,ORCL,ORACLE CORP,12.74,0.006319,0.038595
10104,20041231,ORCL,ORACLE CORP,13.72,0.076923,0.032458
10104,20050131,ORCL,ORACLE CORP,13.77,0.003644,-0.02529
10104,20050228,ORCL,ORACLE CORP,12.95,-0.05955,0.018903
10104,20050331,ORCL,ORACLE CORP,12.48,-0.036293,-0.019118
10104,20050429,ORCL,ORACLE CORP,11.56,-0.073718,-0.020109
10104,20050531,ORCL,ORACLE CORP,12.8,0.107266,0.029952
10104,20050630,ORCL,ORACLE CORP,13.2,0.03125,-0.000143
10104,20050729,ORCL,ORACLE CORP,13.57,0.02803,0.035968
10104,20050831,ORCL,ORACLE CORP,12.99,-0.042741,-0.011222
10104,20050930,ORCL,ORACLE CORP,12.4,-0.04542,0.006949
10104,20051031,ORCL,ORACLE CORP,12.68,0.022581,-0.017741
10104,20051130,ORCL,ORACLE CORP,12.6,-0.006309,0.035186
10104,20051230,ORCL,ORACLE CORP,12.21,-0.030952,-0.000952
10104,20060131,ORCL,ORACLE CORP,12.57,0.029484,0.025467
10104,20060228,ORCL,ORACLE CORP,12.42,-0.011933,0.000453
10104,20060331,ORCL,ORACLE CORP,13.69,0.102254,0.011065
10104,20060428,ORCL,ORACLE CORP,14.59,0.065741,0.012187
10104,20060531,ORCL,ORACLE CORP,14.22,-0.02536,-0.030917
10104,20060630,ORCL,ORACLE CORP,14.49,0.018987,0.000087
10104,20060731,ORCL,ORACLE CORP,14.97,0.033126,0.005086
10104,20060831,ORCL,ORACLE CORP,15.66,0.046092,0.021274
10104,20060929,ORCL,ORACLE CORP,17.74,0.132822,0.024566
10104,20061031,ORCL,ORACLE CORP,18.47,0.04115,0.031508
10104,20061130,ORCL,ORACLE CORP,19.05,0.031402,0.016467
10104,20061229,ORCL,ORACLE CORP,17.14,-0.100262,0.012616
10104,20070131,ORCL,ORACLE CORP,17.16,0.001167,0.014059
10104,20070228,ORCL,ORACLE CORP,16.43,-0.042541,-0.021846
10104,20070330,ORCL,ORACLE CORP,18.13,0.103469,0.00998
10104,20070430,ORCL,ORACLE CORP,18.8,0.036955,0.043291
10104,20070531,ORCL,ORACLE CORP,19.38,0.030851,0.032549
10104,20070629,ORCL,ORACLE CORP,19.71,0.017028,-0.017816
10104,20070731,ORCL,ORACLE CORP,19.12,-0.029934,-0.031982
10104,20070831,ORCL,ORACLE CORP,20.28,0.060669,0.012864
10104,20070928,ORCL,ORACLE CORP,21.65,0.067554,0.035794
