PERMNO,date,TICKER,COMNAM,PRC,RET,sprtrn
14541,19920331,CHV,CHEVRON CORP,64,0.03854,-0.021832
14541,19920430,CHV,CHEVRON CORP,69.75,0.089844,0.027893
14541,19920529,CHV,CHEVRON CORP,71.375,0.035125,0.000964
14541,19920630,CHV,CHEVRON CORP,67,-0.061296,-0.017359
14541,19920731,CHV,CHEVRON CORP,71.375,0.065299,0.039374
14541,19920831,CHV,CHEVRON CORP,73.5,0.041331,-0.023998
14541,19920930,CHV,CHEVRON CORP,74.125,0.008503,0.009106
14541,19921030,CHV,CHEVRON CORP,71,-0.042159,0.002106
14541,19921130,CHV,CHEVRON CORP,68.75,-0.02007,0.030262
14541,19921231,CHV,CHEVRON CORP,69.5,0.010909,0.010108
14541,19930129,CHV,CHEVRON CORP,72.75,0.046763,0.007046
14541,19930226,CHV,CHEVRON CORP,77,0.070447,0.010484
14541,19930331,CHV,CHEVRON CORP,83.125,0.079545,0.018697
14541,19930430,CHV,CHEVRON CORP,86.125,0.03609,-0.025417
14541,19930528,CHV,CHEVRON CORP,88.125,0.033382,0.022717
14541,19930630,CHV,CHEVRON CORP,87.75,-0.004255,0.000755
14541,19930730,CHV,CHEVRON CORP,88.375,0.007123,-0.005327
14541,19930831,CHV,CHEVRON CORP,93.125,0.063649,0.034432
14541,19930930,CHV,CHEVRON CORP,97.75,0.049664,-0.009988
14541,19931029,CHV,CHEVRON CORP,97,-0.007673,0.019393
14541,19931130,CHV,CHEVRON CORP,86.875,-0.095361,-0.012911
14541,19931231,CHV,CHEVRON CORP,87.125,0.002878,0.010091
14541,19940131,CHV,CHEVRON CORP,93.375,0.071736,0.032501
14541,19940228,CHV,CHEVRON CORP,86.625,-0.062383,-0.030045
14541,19940331,CHV,CHEVRON CORP,84,-0.030303,-0.045746
14541,19940429,CHV,CHEVRON CORP,89,0.059524,0.011531
14541,19940531,CHV,CHEVRON CORP,87,-0.012079,0.012419
14541,19940630,CHV,CHEVRON CORP,41.875,-0.037356,-0.026812
14541,19940729,CHV,CHEVRON CORP,44.375,0.059701,0.031467
14541,19940831,CHV,CHEVRON CORP,42.375,-0.034648,0.037643
14541,19940930,CHV,CHEVRON CORP,41.625,-0.017699,-0.026898
14541,19941031,CHV,CHEVRON CORP,45,0.081081,0.020834
14541,19941130,CHV,CHEVRON CORP,43.625,-0.020278,-0.039505
14541,19941230,CHV,CHEVRON CORP,44.625,0.022923,0.012299
14541,19950131,CHV,CHEVRON CORP,44.625,0,0.024278
14541,19950228,CHV,CHEVRON CORP,47.625,0.077591,0.036074
14541,19950331,CHV,CHEVRON CORP,48,0.007874,0.027329
14541,19950428,CHV,CHEVRON CORP,47.375,-0.013021,0.02796
14541,19950531,CHV,CHEVRON CORP,49.125,0.046702,0.036312
14541,19950630,CHV,CHEVRON CORP,46.375,-0.05598,0.021279
14541,19950731,CHV,CHEVRON CORP,49.375,0.06469,0.031776
14541,19950831,CHV,CHEVRON CORP,48.375,-0.010127,-0.00032
14541,19950929,CHV,CHEVRON CORP,48.75,0.007752,0.040098
14541,19951031,CHV,CHEVRON CORP,46.75,-0.041026,-0.004979
14541,19951130,CHV,CHEVRON CORP,49.375,0.066845,0.041049
14541,19951229,CHV,CHEVRON CORP,52.375,0.060759,0.017444
14541,19960131,CHV,CHEVRON CORP,51.875,-0.009547,0.032617
14541,19960229,CHV,CHEVRON CORP,55.625,0.081928,0.006934
14541,19960329,CHV,CHEVRON CORP,56.125,0.008989,0.007917
14541,19960430,CHV,CHEVRON CORP,58,0.033408,0.013431
14541,19960531,CHV,CHEVRON CORP,59.75,0.038793,0.022853
14541,19960628,CHV,CHEVRON CORP,59,-0.012552,0.002257
14541,19960731,CHV,CHEVRON CORP,57.875,-0.019068,-0.045748
14541,19960830,CHV,CHEVRON CORP,58.875,0.026609,0.018814
14541,19960930,CHV,CHEVRON CORP,62.625,0.063694,0.054173
14541,19961031,CHV,CHEVRON CORP,65.75,0.0499,0.026131
14541,19961129,CHV,CHEVRON CORP,67,0.027224,0.073376
14541,19961231,CHV,CHEVRON CORP,65,-0.029851,-0.021505
14541,19970131,CHV,CHEVRON CORP,66.375,0.021154,0.061317
14541,19970228,CHV,CHEVRON CORP,64.5,-0.020113,0.005928
14541,19970331,CHV,CHEVRON CORP,69.625,0.079457,-0.042614
14541,19970430,CHV,CHEVRON CORP,68.5,-0.016158,0.058406
14541,19970530,CHV,CHEVRON CORP,70,0.030365,0.058577
14541,19970630,CHV,CHEVRON CORP,73.9375,0.05625,0.043453
14541,19970731,CHV,CHEVRON CORP,79,0.06847,0.078123
14541,19970829,CHV,CHEVRON CORP,77.4375,-0.012437,-0.057446
14541,19970930,CHV,CHEVRON CORP,83.0625,0.072639,0.053154
14541,19971031,CHV,CHEVRON CORP,82.9375,-0.001505,-0.034478
14541,19971128,CHV,CHEVRON CORP,80.1875,-0.026164,0.044587
14541,19971231,CHV,CHEVRON CORP,77,-0.039751,0.015732
14541,19980130,CHV,CHEVRON CORP,74.75,-0.029221,0.01015
14541,19980227,CHV,CHEVRON CORP,80.875,0.0901,0.070449
14541,19980331,CHV,CHEVRON CORP,80.3125,-0.006955,0.049946
14541,19980430,CHV,CHEVRON CORP,82.6875,0.029572,0.009076
14541,19980529,CHV,CHEVRON CORP,79.875,-0.026636,-0.018826
14541,19980630,CHV,CHEVRON CORP,83.75,0.048513,0.039438
14541,19980731,CHV,CHEVRON CORP,82.625,-0.013433,-0.011615
14541,19980831,CHV,CHEVRON CORP,74.0625,-0.096248,-0.145797
14541,19980930,CHV,CHEVRON CORP,84.0625,0.135021,0.062396
14541,19981030,CHV,CHEVRON CORP,81.5,-0.030483,0.080294
14541,19981130,CHV,CHEVRON CORP,83.625,0.033558,0.059126
14541,19981231,CHV,CHEVRON CORP,82.9375,-0.008221,0.056375
14541,19990129,CHV,CHEVRON CORP,74.5,-0.101733,0.041009
14541,19990226,CHV,CHEVRON CORP,76.875,0.040067,-0.032283
14541,19990331,CHV,CHEVRON CORP,88.75,0.154472,0.038794
14541,19990430,CHV,CHEVRON CORP,99.75,0.123944,0.037944
14541,19990528,CHV,CHEVRON CORP,92.5,-0.066566,-0.02497
14541,19990630,CHV,CHEVRON CORP,95.0625,0.027703,0.054438
14541,19990730,CHV,CHEVRON CORP,91.25,-0.040105,-0.032046
14541,19990831,CHV,CHEVRON CORP,92.3125,0.018329,-0.006254
14541,19990930,CHV,CHEVRON CORP,88.75,-0.038592,-0.028552
14541,19991029,CHV,CHEVRON CORP,91.3125,0.028873,0.062539
14541,19991130,CHV,CHEVRON CORP,88.5625,-0.022998,0.019062
14541,19991231,CHV,CHEVRON CORP,86.625,-0.021877,0.057844
14541,20000131,CHV,CHEVRON CORP,83.625,-0.034632,-0.050904
14541,20000229,CHV,CHEVRON CORP,74.6875,-0.099103,-0.020108
14541,20000331,CHV,CHEVRON CORP,92.4375,0.237657,0.09672
14541,20000428,CHV,CHEVRON CORP,85.125,-0.079108,-0.030796
14541,20000531,CHV,CHEVRON CORP,92.4375,0.093539,-0.021915
14541,20000630,CHV,CHEVRON CORP,84.8125,-0.082488,0.023934
14541,20000731,CHV,CHEVRON CORP,79,-0.068534,-0.016341
14541,20000831,CHV,CHEVRON CORP,84.5,0.077848,0.060699
14541,20000929,CHV,CHEVRON CORP,85.25,0.008876,-0.053483
14541,20001031,CHV,CHEVRON CORP,82.125,-0.036657,-0.004949
14541,20001130,CHV,CHEVRON CORP,81.875,0.004871,-0.080069
14541,20001229,CHV,CHEVRON CORP,84.4375,0.031298,0.004053
14541,20010131,CHV,CHEVRON CORP,83.28,-0.013708,0.034637
14541,20010228,CHV,CHEVRON CORP,85.66,0.036383,-0.092291
14541,20010330,CHV,CHEVRON CORP,87.8,0.024982,-0.064205
14541,20010430,CHV,CHEVRON CORP,96.56,0.099772,0.076814
14541,20010531,CHV,CHEVRON CORP,96.05,0.00145,0.00509
14541,20010629,CHV,CHEVRON CORP,90.5,-0.057782,-0.025004
14541,20010731,CHV,CHEVRON CORP,91.39,0.009834,-0.010772
14541,20010831,CHV,CHEVRON CORP,90.75,0.000109,-0.064108
14541,20010928,CHV,CHEVRON CORP,84.75,-0.066116,-0.081723
14541,20011031,CVX,CHEVRONTEXACO CORP,88.55,0.044838,0.018099
14541,20011130,CVX,CHEVRONTEXACO CORP,85.01,-0.032072,0.075176
14541,20011231,CVX,CHEVRONTEXACO CORP,89.61,0.054111,0.007574
14541,20020131,CVX,CHEVRONTEXACO CORP,83.8,-0.064836,-0.015574
14541,20020228,CVX,CHEVRONTEXACO CORP,84.44,0.01599,-0.020766
14541,20020328,CVX,CHEVRONTEXACO CORP,90.27,0.069043,0.036739
14541,20020430,CVX,CHEVRONTEXACO CORP,86.71,-0.039437,-0.061418
14541,20020531,CVX,CHEVRONTEXACO CORP,87.25,0.014301,-0.009081
14541,20020628,CVX,CHEVRONTEXACO CORP,88.5,0.014327,-0.072465
14541,20020731,CVX,CHEVRONTEXACO CORP,75,-0.152542,-0.078995
14541,20020830,CVX,CHEVRONTEXACO CORP,76.63,0.031067,0.004881
14541,20020930,CVX,CHEVRONTEXACO CORP,69.25,-0.096307,-0.110013
14541,20021031,CVX,CHEVRONTEXACO CORP,67.63,-0.023394,0.086436
14541,20021129,CVX,CHEVRONTEXACO CORP,67.03,0.001479,0.05707
14541,20021231,CVX,CHEVRONTEXACO CORP,66.48,-0.008205,-0.060333
14541,20030131,CVX,CHEVRONTEXACO CORP,64.4,-0.031288,-0.027415
14541,20030228,CVX,CHEVRONTEXACO CORP,64.17,0.007298,-0.017004
14541,20030331,CVX,CHEVRONTEXACO CORP,64.65,0.00748,0.008358
14541,20030430,CVX,CHEVRONTEXACO CORP,62.81,-0.028461,0.081044
14541,20030530,CVX,CHEVRONTEXACO CORP,70.94,0.140583,0.050899
14541,20030630,CVX,CHEVRONTEXACO CORP,72.2,0.017761,0.011322
14541,20030731,CVX,CHEVRONTEXACO CORP,72.11,-0.001246,0.016224
14541,20030829,CVX,CHEVRONTEXACO CORP,72.87,0.020663,0.017873
14541,20030930,CVX,CHEVRONTEXACO CORP,71.45,-0.019487,-0.011944
14541,20031031,CVX,CHEVRONTEXACO CORP,74.3,0.039888,0.054962
14541,20031128,CVX,CHEVRONTEXACO CORP,75.1,0.020592,0.007129
14541,20031231,CVX,CHEVRONTEXACO CORP,86.39,0.150333,0.050765
14541,20040130,CVX,CHEVRONTEXACO CORP,86.35,-0.000463,0.017276
14541,20040227,CVX,CHEVRONTEXACO CORP,88.35,0.031616,0.012209
14541,20040331,CVX,CHEVRONTEXACO CORP,87.78,-0.006452,-0.016359
14541,20040430,CVX,CHEVRONTEXACO CORP,91.5,0.042379,-0.016791
14541,20040528,CVX,CHEVRONTEXACO CORP,90.4,-0.004044,0.012083
14541,20040630,CVX,CHEVRONTEXACO CORP,94.11,0.04104,0.017989
14541,20040730,CVX,CHEVRONTEXACO CORP,95.65,0.016364,-0.034291
14541,20040831,CVX,CHEVRONTEXACO CORP,97.5,0.027705,0.002287
14541,20040930,CVX,CHEVRONTEXACO CORP,53.64,0.100308,0.009364
14541,20041029,CVX,CHEVRONTEXACO CORP,53.06,-0.010813,0.014014
14541,20041130,CVX,CHEVRONTEXACO CORP,54.6,0.036562,0.038595
14541,20041231,CVX,CHEVRONTEXACO CORP,52.51,-0.038278,0.032458
14541,20050131,CVX,CHEVRONTEXACO CORP,54.4,0.035993,-0.02529
14541,20050228,CVX,CHEVRONTEXACO CORP,62.08,0.148529,0.018903
14541,20050331,CVX,CHEVRONTEXACO CORP,58.31,-0.060728,-0.019118
14541,20050429,CVX,CHEVRONTEXACO CORP,52,-0.108215,-0.020109
14541,20050531,CVX,CHEVRON CORP NEW,53.78,0.042885,0.029952
14541,20050630,CVX,CHEVRON CORP NEW,55.92,0.039792,-0.000143
14541,20050729,CVX,CHEVRON CORP NEW,58.01,0.037375,0.035968
14541,20050831,CVX,CHEVRON CORP NEW,61.4,0.066196,-0.011222
14541,20050930,CVX,CHEVRON CORP NEW,64.73,0.054235,0.006949
14541,20051031,CVX,CHEVRON CORP NEW,57.07,-0.118338,-0.017741
14541,20051130,CVX,CHEVRON CORP NEW,57.31,0.01209,0.035186
14541,20051230,CVX,CHEVRON CORP NEW,56.77,-0.009422,-0.000952
14541,20060131,CVX,CHEVRON CORP NEW,59.38,0.045975,0.025467
14541,20060228,CVX,CHEVRON CORP NEW,56.48,-0.04126,0.000453
14541,20060331,CVX,CHEVRON CORP NEW,57.97,0.026381,0.011065
14541,20060428,CVX,CHEVRON CORP NEW,61.02,0.052613,0.012187
14541,20060531,CVX,CHEVRON CORP NEW,59.79,-0.011636,-0.030917
14541,20060630,CVX,CHEVRON CORP NEW,62.06,0.037966,0.000087
14541,20060731,CVX,CHEVRON CORP NEW,65.78,0.059942,0.005086
14541,20060831,CVX,CHEVRON CORP NEW,64.4,-0.013074,0.021274
14541,20060929,CVX,CHEVRON CORP NEW,64.86,0.007143,0.024566
14541,20061031,CVX,CHEVRON CORP NEW,67.2,0.036078,0.031508
14541,20061130,CVX,CHEVRON CORP NEW,72.32,0.083929,0.016467
14541,20061229,CVX,CHEVRON CORP NEW,73.53,0.016731,0.012616
14541,20070131,CVX,CHEVRON CORP NEW,72.88,-0.00884,0.014059
14541,20070228,CVX,CHEVRON CORP NEW,68.52,-0.052689,-0.021846
14541,20070330,CVX,CHEVRON CORP NEW,73.96,0.079393,0.00998
14541,20070430,CVX,CHEVRON CORP NEW,77.79,0.051785,0.043291
14541,20070531,CVX,CHEVRON CORP NEW,81.49,0.05502,0.032549
14541,20070629,CVX,CHEVRON CORP NEW,84.24,0.033746,-0.017816
14541,20070731,CVX,CHEVRON CORP NEW,85.26,0.012108,-0.031982
14541,20070831,CVX,CHEVRON CORP NEW,87.76,0.036125,0.012864
14541,20070928,CVX,CHEVRON CORP NEW,93.58,0.066317,0.035794
14541,20071031,CVX,CHEVRON CORP NEW,91.51,-0.02212,0.014822
14541,20071130,CVX,CHEVRON CORP NEW,87.77,-0.034532,-0.044043
14541,20071231,CVX,CHEVRON CORP NEW,93.33,0.063347,-0.008628
14541,20080131,CVX,CHEVRON CORP NEW,83.25,-0.108004,-0.061163
14541,20080229,CVX,CHEVRON CORP NEW,86.66,0.047928,-0.034761
14541,20080331,CVX,CHEVRON CORP NEW,85.36,-0.015001,-0.00596
14541,20080430,CVX,CHEVRON CORP NEW,96.15,0.126406,0.047547
14541,20080530,CVX,CHEVRON CORP NEW,99.15,0.037962,0.010674
14541,20080630,CVX,CHEVRON CORP NEW,99.13,-0.000202,-0.085962
14541,20080731,CVX,CHEVRON CORP NEW,84.56,-0.146979,-0.009859
14541,20080829,CVX,CHEVRON CORP NEW,86.32,0.0285,0.012191
14541,20080930,CVX,CHEVRON CORP NEW,82.48,-0.044486,-0.090791
14541,20081031,CVX,CHEVRON CORP NEW,74.6,-0.095538,-0.169425
14541,20081128,CVX,CHEVRON CORP NEW,79.01,0.067828,-0.074849
14541,20081231,CVX,CHEVRON CORP NEW,73.97,-0.063789,0.007822
14541,20090130,CVX,CHEVRON CORP NEW,70.52,-0.046641,-0.085657
14541,20090227,CVX,CHEVRON CORP NEW,60.71,-0.129892,-0.109931
14541,20090331,CVX,CHEVRON CORP NEW,67.24,0.107561,0.085405
14541,20090430,CVX,CHEVRON CORP NEW,66.1,-0.016954,0.093925
14541,20090529,CVX,CHEVRON CORP NEW,66.67,0.018457,0.053081
14541,20090630,CVX,CHEVRON CORP NEW,66.25,-0.0063,0.000196
14541,20090731,CVX,CHEVRON CORP NEW,69.47,0.048604,0.074142
14541,20090831,CVX,CHEVRON CORP NEW,69.94,0.016554,0.03356
14541,20090930,CVX,CHEVRON CORP NEW,70.43,0.007006,0.035723
14541,20091030,CVX,CHEVRON CORP NEW,76.54,0.086753,-0.019762
14541,20091130,CVX,CHEVRON CORP NEW,78.04,0.028482,0.057364
14541,20091231,CVX,CHEVRON CORP NEW,76.99,-0.013455,0.017771
14541,20100129,CVX,CHEVRON CORP NEW,72.12,-0.063255,-0.036974
14541,20100226,CVX,CHEVRON CORP NEW,72.3,0.011925,0.028514
14541,20100331,CVX,CHEVRON CORP NEW,75.83,0.048824,0.058796
14541,20100430,CVX,CHEVRON CORP NEW,81.44,0.073981,0.014759
14541,20100528,CVX,CHEVRON CORP NEW,73.87,-0.084111,-0.081976
14541,20100630,CVX,CHEVRON CORP NEW,67.86,-0.081359,-0.053882
14541,20100730,CVX,CHEVRON CORP NEW,76.21,0.123047,0.068778
14541,20100831,CVX,CHEVRON CORP NEW,74.08,-0.018501,-0.047449
14541,20100930,CVX,CHEVRON CORP NEW,81.05,0.094087,0.087551
14541,20101029,CVX,CHEVRON CORP NEW,82.6,0.019124,0.036856
14541,20101130,CVX,CHEVRON CORP NEW,80.97,-0.011017,-0.00229
14541,20101231,CVX,CHEVRON CORP NEW,91.25,0.126961,0.0653
14541,20110131,CVX,CHEVRON CORP NEW,94.93,0.040329,0.022646
14541,20110228,CVX,CHEVRON CORP NEW,103.75,0.100495,0.031957
14541,20110331,CVX,CHEVRON CORP NEW,107.49,0.036048,-0.001047
14541,20110429,CVX,CHEVRON CORP NEW,109.44,0.018141,0.028495
14541,20110531,CVX,CHEVRON CORP NEW,104.91,-0.034265,-0.013501
14541,20110630,CVX,CHEVRON CORP NEW,102.84,-0.019731,-0.018258
14541,20110729,CVX,CHEVRON CORP NEW,104.02,0.011474,-0.021474
14541,20110831,CVX,CHEVRON CORP NEW,98.84,-0.0423,-0.056791
14541,20110930,CVX,CHEVRON CORP NEW,92.59,-0.063234,-0.071762
14541,20111031,CVX,CHEVRON CORP NEW,105.05,0.134572,0.107723
14541,20111130,CVX,CHEVRON CORP NEW,102.82,-0.013517,-0.005059
14541,20111230,CVX,CHEVRON CORP NEW,106.4,0.034818,0.008533
14541,20120131,CVX,CHEVRON CORP NEW,103.12,-0.030827,0.043583
14541,20120229,CVX,CHEVRON CORP NEW,109.12,0.06604,0.040589
14541,20120330,CVX,CHEVRON CORP NEW,107.21,-0.017504,0.031332
14541,20120430,CVX,CHEVRON CORP NEW,106.56,-0.006063,-0.007497
14541,20120531,CVX,CHEVRON CORP NEW,98.31,-0.068975,-0.062651
14541,20120629,CVX,CHEVRON CORP NEW,105.5,0.073136,0.039555
14541,20120731,CVX,CHEVRON CORP NEW,109.58,0.038673,0.012598
14541,20120831,CVX,CHEVRON CORP NEW,112.16,0.031758,0.019763
14541,20120928,CVX,CHEVRON CORP NEW,116.56,0.03923,0.024236
14541,20121031,CVX,CHEVRON CORP NEW,110.2407,-0.054215,-0.019789
14541,20121130,CVX,CHEVRON CORP NEW,105.69,-0.033116,0.002847
14541,20121231,CVX,CHEVRON CORP NEW,108.14,0.023181,0.007068
14541,20130131,CVX,CHEVRON CORP NEW,115.15,0.064823,0.050428
14541,20130228,CVX,CHEVRON CORP NEW,117.15,0.025185,0.011061
14541,20130328,CVX,CHEVRON CORP NEW,118.82,0.014255,0.035988
14541,20130430,CVX,CHEVRON CORP NEW,122.01,0.026847,0.018086
14541,20130531,CVX,CHEVRON CORP NEW,122.75,0.014261,0.020763
14541,20130628,CVX,CHEVRON CORP NEW,118.34,-0.035927,-0.014999
14541,20130731,CVX,CHEVRON CORP NEW,125.89,0.063799,0.049462
14541,20130830,CVX,CHEVRON CORP NEW,120.43,-0.035428,-0.031298
14541,20130930,CVX,CHEVRON CORP NEW,121.5,0.008885,0.029749
14541,20131031,CVX,CHEVRON CORP NEW,119.96,-0.012675,0.044596
14541,20131129,CVX,CHEVRON CORP NEW,122.44,0.02901,0.028049
14541,20131231,CVX,CHEVRON CORP NEW,124.91,0.020173,0.023563
14541,20140131,CVX,CHEVRON CORP NEW,111.63,-0.106317,-0.035583
14541,20140228,CVX,CHEVRON CORP NEW,115.33,0.042103,0.043117
14541,20140331,CVX,CHEVRON CORP NEW,118.91,0.031041,0.006932
14541,20140430,CVX,CHEVRON CORP NEW,125.52,0.055588,0.006201
14541,20140530,CVX,CHEVRON CORP NEW,122.79,-0.013225,0.02103
14541,20140630,CVX,CHEVRON CORP NEW,130.55,0.063197,0.019058
14541,20140731,CVX,CHEVRON CORP NEW,129.24001,-0.010034,-0.01508
14541,20140829,CVX,CHEVRON CORP NEW,129.45,0.009904,0.037655
14541,20140930,CVX,CHEVRON CORP NEW,119.32,-0.078254,-0.015514
14541,20141031,CVX,CHEVRON CORP NEW,119.95,0.00528,0.023201
14541,20141128,CVX,CHEVRON CORP NEW,108.87,-0.083451,0.024534
14541,20141231,CVX,CHEVRON CORP NEW,112.18,0.030403,-0.004189
14541,20150130,CVX,CHEVRON CORP NEW,102.53,-0.086022,-0.031041
14541,20150227,CVX,CHEVRON CORP NEW,106.68,0.050912,0.054893
14541,20150331,CVX,CHEVRON CORP NEW,104.98,-0.015935,-0.017396
14541,20150430,CVX,CHEVRON CORP NEW,111.06,0.057916,0.008521
14541,20150529,CVX,CHEVRON CORP NEW,103,-0.062939,0.010491
14541,20150630,CVX,CHEVRON CORP NEW,96.47,-0.063398,-0.021012
14541,20150731,CVX,CHEVRON CORP NEW,88.48,-0.082824,0.019742
14541,20150831,CVX,CHEVRON CORP NEW,80.99,-0.072559,-0.062581
14541,20150930,CVX,CHEVRON CORP NEW,78.88,-0.026053,-0.026443
14541,20151030,CVX,CHEVRON CORP NEW,90.88,0.15213,0.082983
